Id,t[ms],x[um],y[um],z[um],fx[nN],fy[nN],fz[nN]
1709,0.000000,-2.052258,87.947554,2.951623,0.000000,0.000000,0.000000
1709,20.000000,-2.099983,87.947416,2.951625,-0.000677,-0.000002,0.000211
1709,40.000000,-2.109291,87.947389,2.951625,-0.000340,-0.000001,0.000184
1709,60.010000,-2.114941,87.947373,2.951625,-0.000239,-0.000001,0.000174
1709,80.000000,-2.119161,87.947360,2.951625,-0.000188,-0.000001,0.000170
1709,100.000000,-2.122599,87.947350,2.951625,-0.000158,-0.000000,0.000167
1709,120.000000,-2.125538,87.947342,2.951625,-0.000137,-0.000000,0.000164
1709,140.000000,-2.128131,87.947334,2.951625,-0.000123,-0.000000,0.000161
1709,160.010000,-2.130474,87.947327,2.951625,-0.000112,-0.000000,0.000158
1709,180.010000,-2.132624,87.947321,2.951625,-0.000103,-0.000000,0.000155
1709,200.010000,-2.134624,87.947315,2.951625,-0.000097,-0.000000,0.000152
1709,220.010000,-2.136504,87.947309,2.951625,-0.000091,-0.000000,0.000149
1709,240.010000,-2.138285,87.947304,2.951625,-0.000087,-0.000000,0.000147
1709,260.010000,-2.139984,87.947299,2.951625,-0.000083,-0.000000,0.000145
1709,280.010000,-2.141614,87.947294,2.951624,-0.000080,-0.000000,0.000143
1709,300.010000,-2.143185,87.947290,2.951624,-0.000077,-0.000000,0.000141
1709,320.010000,-2.144705,87.947285,2.951624,-0.000075,-0.000000,0.000139
1709,340.010000,-2.146182,87.947281,2.951624,-0.000073,-0.000000,0.000137
1709,360.010000,-2.147620,87.947276,2.951624,-0.000071,-0.000000,0.000136
1709,380.010000,-2.149025,87.947272,2.951624,-0.000069,-0.000000,0.000135
1709,400.010000,-2.150399,87.947268,2.951624,-0.000068,-0.000000,0.000133
1709,420.010000,-2.151747,87.947264,2.951624,-0.000067,-0.000000,0.000132
1709,440.010000,-2.153070,87.947260,2.951624,-0.000066,-0.000000,0.000131
1709,460.010000,-2.154372,87.947256,2.951624,-0.000065,-0.000000,0.000130
1709,480.010000,-2.155654,87.947252,2.951624,-0.000064,-0.000000,0.000129
1709,500.010000,-2.156919,87.947249,2.951624,-0.000063,-0.000000,0.000129
1709,520.010000,-2.158167,87.947245,2.951624,-0.000062,-0.000000,0.000128
1709,540.010000,-2.159401,87.947241,2.951624,-0.000061,-0.000000,0.000127
1709,560.010000,-2.160621,87.947238,2.951624,-0.000061,-0.000000,0.000126
1709,580.010000,-2.161829,87.947234,2.951624,-0.000060,-0.000000,0.000126
1709,600.010000,-2.163026,87.947230,2.951624,-0.000060,-0.000000,0.000125
1709,620.010000,-2.164211,87.947227,2.951624,-0.000059,-0.000000,0.000124
1709,640.010000,-2.165387,87.947223,2.951624,-0.000059,-0.000000,0.000124
1709,660.010000,-2.166554,87.947220,2.951624,-0.000058,-0.000000,0.000123
1709,680.010000,-2.167713,87.947216,2.951624,-0.000058,-0.000000,0.000123
1709,700.010000,-2.168863,87.947213,2.951624,-0.000057,-0.000000,0.000122
1709,720.010000,-2.170007,87.947209,2.951624,-0.000057,-0.000000,0.000122
1709,740.010000,-2.171143,87.947206,2.951624,-0.000057,-0.000000,0.000121
1709,760.010000,-2.172273,87.947202,2.951624,-0.000056,-0.000000,0.000121
1709,780.010000,-2.173397,87.947199,2.951624,-0.000056,-0.000000,0.000121
1709,800.010000,-2.174516,87.947196,2.951624,-0.000056,-0.000000,0.000120
1709,820.010000,-2.175629,87.947192,2.951624,-0.000056,-0.000000,0.000120
1709,840.010000,-2.176737,87.947189,2.951624,-0.000055,-0.000000,0.000120
1709,860.010000,-2.177841,87.947186,2.951624,-0.000055,-0.000000,0.000119
1709,880.010000,-2.178940,87.947182,2.951624,-0.000055,-0.000000,0.000119
1709,900.010000,-2.180035,87.947179,2.951624,-0.000055,-0.000000,0.000119
1709,920.010000,-2.181126,87.947176,2.951624,-0.000054,-0.000000,0.000118
1709,940.010000,-2.182213,87.947172,2.951624,-0.000054,-0.000000,0.000118
1709,960.010000,-2.183296,87.947169,2.951624,-0.000054,-0.000000,0.000118
1709,980.010000,-2.184377,87.947166,2.951624,-0.000054,-0.000000,0.000118
1709,1000.010000,-2.185454,87.947162,2.951624,-0.000054,-0.000000,0.000117
1709,1020.010000,-2.186528,87.947159,2.951624,-0.000054,-0.000000,0.000117
1709,1040.010000,-2.187599,87.947156,2.951624,-0.000053,-0.000000,0.000117
