Id,t[ms],x[um],y[um],z[um],fx[nN],fy[nN],fz[nN]
4563,0.000000,1.077481,59.987863,1.146389,0.000000,0.000000,0.000000
4563,20.000200,7.246352,59.935434,1.146327,0.000113,-0.000002,-0.000311
4563,40.000200,8.981205,59.906676,1.146325,0.000068,-0.000001,-0.000320
4563,60.000200,10.100408,59.884850,1.146327,0.000046,-0.000001,-0.000312
4563,80.000000,10.883247,59.868057,1.146330,0.000033,-0.000001,-0.000294
4563,100.000000,11.454294,59.855013,1.146335,0.000025,-0.000001,-0.000274
4563,120.000000,11.886587,59.844693,1.146339,0.000019,-0.000000,-0.000253
4563,140.000000,12.226685,59.836304,1.146343,0.000015,-0.000000,-0.000233
4563,160.000000,12.504774,59.829267,1.146346,0.000013,-0.000000,-0.000214
4563,180.000000,12.740404,59.823181,1.146350,0.000011,-0.000000,-0.000198
4563,200.000000,12.946235,59.817770,1.146353,0.000010,-0.000000,-0.000183
4563,220.000000,13.130504,59.812853,1.146355,0.000009,-0.000000,-0.000170
4563,240.000000,13.298635,59.808305,1.146358,0.000008,-0.000000,-0.000159
4563,260.000000,13.454261,59.804043,1.146359,0.000008,-0.000000,-0.000149
4563,280.000000,13.599865,59.800011,1.146361,0.000007,-0.000000,-0.000141
4563,300.000000,13.737193,59.796168,1.146363,0.000007,-0.000000,-0.000134
4563,320.000000,13.867509,59.792485,1.146364,0.000006,-0.000000,-0.000127
4563,340.000000,13.991756,59.788941,1.146365,0.000006,-0.000000,-0.000122
4563,360.000000,14.110658,59.785520,1.146366,0.000006,-0.000000,-0.000117
4563,380.000000,14.224791,59.782209,1.146367,0.000006,-0.000000,-0.000113
4563,400.000000,14.334621,59.778997,1.146367,0.000005,-0.000000,-0.000110
4563,420.000000,14.440539,59.775876,1.146368,0.000005,-0.000000,-0.000107
4563,440.000000,14.542873,59.772838,1.146369,0.000005,-0.000000,-0.000104
4563,460.000000,14.641908,59.769878,1.146369,0.000005,-0.000000,-0.000101
4563,480.000000,14.737894,59.766990,1.146370,0.000005,-0.000000,-0.000098
4563,500.000000,14.831049,59.764169,1.146370,0.000005,-0.000000,-0.000096
4563,520.000000,14.921569,59.761410,1.146371,0.000004,-0.000000,-0.000094
4563,540.000000,15.009627,59.758710,1.146371,0.000004,-0.000000,-0.000091
4563,560.000000,15.095383,59.756066,1.146371,0.000004,-0.000000,-0.000089
4563,580.000200,15.178978,59.753473,1.146372,0.000004,-0.000000,-0.000087
4563,600.000200,15.260542,59.750929,1.146372,0.000004,-0.000000,-0.000085
4563,620.000200,15.340192,59.748432,1.146373,0.000004,-0.000000,-0.000083
4563,640.000200,15.418036,59.745979,1.146373,0.000004,-0.000000,-0.000081
4563,660.000200,15.494175,59.743568,1.146373,0.000004,-0.000000,-0.000080
4563,680.000200,15.568697,59.741196,1.146374,0.000004,-0.000000,-0.000078
4563,700.000200,15.641686,59.738862,1.146374,0.000004,-0.000000,-0.000076
4563,720.000200,15.713221,59.736563,1.146374,0.000004,-0.000000,-0.000074
4563,740.000200,15.783371,59.734299,1.146375,0.000003,-0.000000,-0.000073
4563,760.000200,15.852202,59.732068,1.146375,0.000003,-0.000000,-0.000071
4563,780.000200,15.919776,59.729867,1.146375,0.000003,-0.000000,-0.000070
4563,800.000200,15.986148,59.727697,1.146376,0.000003,-0.000000,-0.000068
4563,820.000200,16.051372,59.725555,1.146376,0.000003,-0.000000,-0.000066
4563,840.000200,16.115496,59.723441,1.146376,0.000003,-0.000000,-0.000065
4563,860.000200,16.178567,59.721354,1.146377,0.000003,-0.000000,-0.000064
4563,880.000200,16.240626,59.719291,1.146377,0.000003,-0.000000,-0.000062
4563,900.000200,16.301713,59.717254,1.146377,0.000003,-0.000000,-0.000061
4563,920.000200,16.361866,59.715240,1.146377,0.000003,-0.000000,-0.000060
4563,940.000200,16.421120,59.713248,1.146378,0.000003,-0.000000,-0.000058
4563,960.000200,16.479507,59.711279,1.146378,0.000003,-0.000000,-0.000057
4563,980.000200,16.537058,59.709331,1.146378,0.000003,-0.000000,-0.000056
4563,1000.000200,16.593803,59.707404,1.146378,0.000003,-0.000000,-0.000055
4563,1020.000200,16.649769,59.705496,1.146379,0.000003,-0.000000,-0.000053
4563,1040.000200,16.704982,59.703608,1.146379,0.000003,-0.000000,-0.000052
4563,1060.000200,16.759465,59.701739,1.146379,0.000003,-0.000000,-0.000051
4563,1080.000200,16.813243,59.699887,1.146379,0.000003,-0.000000,-0.000050
4563,1100.000200,16.866337,59.698054,1.146379,0.000003,-0.000000,-0.000049
